table_name,column_name,ordinal_position,is_nullable,data_type
applied_coupon,id,1,YES,STRING
applied_coupon,display_name,2,YES,STRING
applied_coupon,discounted_amount,3,YES,FLOAT64
applied_coupon,code,4,YES,STRING
applied_coupon,coupon_type,5,YES,INT64
applied_coupon,checkout_id,6,YES,STRING
applied_coupon,_fivetran_synced,7,YES,TIMESTAMP
applied_gift_certificate,code,1,YES,STRING
applied_gift_certificate,balance,2,YES,FLOAT64
applied_gift_certificate,purchase_date,3,YES,TIMESTAMP
applied_gift_certificate,remaining,4,YES,FLOAT64
applied_gift_certificate,used,5,YES,FLOAT64
applied_gift_certificate,checkout_id,6,YES,STRING
applied_gift_certificate,_fivetran_synced,7,YES,TIMESTAMP
available_filter,id,1,YES,STRING
available_filter,name,2,YES,STRING
available_filter,product_count,3,YES,INT64
available_filter,type,4,YES,STRING
available_filter,_fivetran_synced,5,YES,TIMESTAMP
available_filter,_fivetran_deleted,6,YES,BOOL
banner,id,1,YES,INT64
banner,name,2,YES,STRING
banner,visible,3,YES,STRING
banner,date_from,4,YES,STRING
banner,location,5,YES,STRING
banner,item_id,6,YES,STRING
banner,content,7,YES,STRING
banner,date_type,8,YES,STRING
banner,date_to,9,YES,STRING
banner,page,10,YES,STRING
banner,date_created,11,YES,TIMESTAMP
banner,_fivetran_synced,12,YES,TIMESTAMP
banner,_fivetran_deleted,13,YES,BOOL
brand,id,1,YES,INT64
brand,custom_url,2,YES,STRING
brand,custom_url_is_customized,3,YES,BOOL
brand,image_url,4,YES,STRING
brand,meta_description,5,YES,STRING
brand,name,6,YES,STRING
brand,page_title,7,YES,STRING
brand,search_keywords,8,YES,STRING
brand,_fivetran_synced,9,YES,TIMESTAMP
brand,_fivetran_deleted,10,YES,BOOL
brand_meta_keyword,meta_keyword_id,1,YES,STRING
brand_meta_keyword,brand_id,2,YES,INT64
brand_meta_keyword,_fivetran_synced,3,YES,TIMESTAMP
brand_meta_keyword,_fivetran_deleted,4,YES,BOOL
brand_metafield,permission_set,1,YES,STRING
brand_metafield,key,2,YES,STRING
brand_metafield,id,3,YES,INT64
brand_metafield,date_modified,4,YES,TIMESTAMP
brand_metafield,value,5,YES,STRING
brand_metafield,resource_type,6,YES,STRING
brand_metafield,namespace,7,YES,STRING
brand_metafield,date_created,8,YES,TIMESTAMP
brand_metafield,description,9,YES,STRING
brand_metafield,resource_id,10,YES,INT64
brand_metafield,brand_id,11,YES,INT64
brand_metafield,_fivetran_synced,12,YES,TIMESTAMP
brand_metafield,_fivetran_deleted,13,YES,BOOL
cart,tax_included,1,YES,BOOL
cart,channel_id,2,YES,INT64
cart,currency_code,3,YES,STRING
cart,updated_time,4,YES,TIMESTAMP
cart,id,5,YES,STRING
cart,email,6,YES,STRING
cart,cart_amount,7,YES,FLOAT64
cart,discount_amount,8,YES,FLOAT64
cart,base_amount,9,YES,FLOAT64
cart,locale,10,YES,STRING
cart,created_time,11,YES,TIMESTAMP
cart,customer_id,12,YES,INT64
cart,parent_id,13,YES,STRING
cart,_fivetran_synced,14,YES,TIMESTAMP
cart,_fivetran_deleted,15,YES,BOOL
cart_coupon,id,1,YES,STRING
cart_coupon,code,2,YES,STRING
cart_coupon,coupon_type,3,YES,INT64
cart_coupon,discounted_amount,4,YES,FLOAT64
cart_coupon,cart_id,5,YES,STRING
cart_coupon,_fivetran_synced,6,YES,TIMESTAMP
cart_coupon,_fivetran_deleted,7,YES,BOOL
cart_custom_item,id,1,YES,STRING
cart_custom_item,extended_list_price,2,YES,INT64
cart_custom_item,list_price,3,YES,INT64
cart_custom_item,name,4,YES,STRING
cart_custom_item,quantity,5,YES,INT64
cart_custom_item,sku,6,YES,STRING
cart_custom_item,cart_id,7,YES,STRING
cart_custom_item,_fivetran_synced,8,YES,TIMESTAMP
cart_custom_item,_fivetran_deleted,9,YES,BOOL
cart_digital_item,product_id,1,YES,INT64
cart_digital_item,sku,2,YES,STRING
cart_digital_item,url,3,YES,STRING
cart_digital_item,brand,4,YES,STRING
cart_digital_item,list_price,5,YES,INT64
cart_digital_item,id,6,YES,STRING
cart_digital_item,is_taxable,7,YES,BOOL
cart_digital_item,discount_amount,8,YES,FLOAT64
cart_digital_item,name,9,YES,STRING
cart_digital_item,variant_id,10,YES,INT64
cart_digital_item,extended_sale_price,11,YES,INT64
cart_digital_item,quantity,12,YES,INT64
cart_digital_item,sale_price,13,YES,INT64
cart_digital_item,parent_id,14,YES,STRING
cart_digital_item,extended_list_price,15,YES,INT64
cart_digital_item,image_url,16,YES,STRING
cart_digital_item,coupon_amount,17,YES,INT64
cart_digital_item,cart_id,18,YES,STRING
cart_digital_item,_fivetran_synced,19,YES,TIMESTAMP
cart_digital_item,_fivetran_deleted,20,YES,BOOL
cart_discount,id,1,YES,STRING
cart_discount,discounted_amount,2,YES,FLOAT64
cart_discount,cart_id,3,YES,STRING
cart_discount,_fivetran_synced,4,YES,TIMESTAMP
cart_discount,_fivetran_deleted,5,YES,BOOL
cart_gift_certificate_item,message,1,YES,STRING
cart_gift_certificate_item,sender_name,2,YES,STRING
cart_gift_certificate_item,recipient_email,3,YES,STRING
cart_gift_certificate_item,sender_email,4,YES,STRING
cart_gift_certificate_item,id,5,YES,STRING
cart_gift_certificate_item,is_taxable,6,YES,BOOL
cart_gift_certificate_item,name,7,YES,STRING
cart_gift_certificate_item,amount,8,YES,INT64
cart_gift_certificate_item,recipient_name,9,YES,STRING
cart_gift_certificate_item,cart_id,10,YES,STRING
cart_gift_certificate_item,_fivetran_synced,11,YES,TIMESTAMP
cart_gift_certificate_item,_fivetran_deleted,12,YES,BOOL
cart_physical_item,product_id,1,YES,INT64
cart_physical_item,gift_wrapping_name,2,YES,STRING
cart_physical_item,sku,3,YES,STRING
cart_physical_item,url,4,YES,STRING
cart_physical_item,brand,5,YES,STRING
cart_physical_item,list_price,6,YES,INT64
cart_physical_item,id,7,YES,STRING
cart_physical_item,is_taxable,8,YES,BOOL
cart_physical_item,discount_amount,9,YES,FLOAT64
cart_physical_item,name,10,YES,STRING
cart_physical_item,variant_id,11,YES,INT64
cart_physical_item,extended_sale_price,12,YES,INT64
cart_physical_item,quantity,13,YES,INT64
cart_physical_item,is_shipping_required,14,YES,BOOL
cart_physical_item,sale_price,15,YES,INT64
cart_physical_item,parent_id,16,YES,INT64
cart_physical_item,extended_list_price,17,YES,INT64
cart_physical_item,gift_wrapping_message,18,YES,STRING
cart_physical_item,image_url,19,YES,STRING
cart_physical_item,gift_wrapping_amount,20,YES,FLOAT64
cart_physical_item,coupon_amount,21,YES,INT64
cart_physical_item,cart_id,22,YES,STRING
cart_physical_item,_fivetran_synced,23,YES,TIMESTAMP
cart_physical_item,_fivetran_deleted,24,YES,BOOL
catalog_variant,id,1,YES,INT64
catalog_variant,inventory_level,2,YES,INT64
catalog_variant,product_id,3,YES,INT64
catalog_variant,width,4,YES,FLOAT64
catalog_variant,sku,5,YES,STRING
catalog_variant,height,6,YES,FLOAT64
catalog_variant,purchasing_disabled,7,YES,BOOL
catalog_variant,cost_price,8,YES,FLOAT64
catalog_variant,calculated_price,9,YES,FLOAT64
catalog_variant,bin_picking_number,10,YES,STRING
catalog_variant,fixed_cost_shipping_price,11,YES,FLOAT64
catalog_variant,upc,12,YES,STRING
catalog_variant,is_free_shipping,13,YES,BOOL
catalog_variant,sale_price,14,YES,FLOAT64
catalog_variant,retail_price,15,YES,FLOAT64
catalog_variant,inventory_warning_level,16,YES,INT64
catalog_variant,depth,17,YES,FLOAT64
catalog_variant,price,18,YES,FLOAT64
catalog_variant,purchasing_disabled_message,19,YES,STRING
catalog_variant,weight,20,YES,FLOAT64
catalog_variant,sku_id,21,YES,INT64
catalog_variant,_fivetran_synced,22,YES,TIMESTAMP
catalog_variant,_fivetran_deleted,23,YES,BOOL
catalog_variant_metafield,permission_set,1,YES,STRING
catalog_variant_metafield,key,2,YES,STRING
catalog_variant_metafield,id,3,YES,INT64
catalog_variant_metafield,date_modified,4,YES,TIMESTAMP
catalog_variant_metafield,value,5,YES,STRING
catalog_variant_metafield,resource_type,6,YES,STRING
catalog_variant_metafield,namespace,7,YES,STRING
catalog_variant_metafield,date_created,8,YES,TIMESTAMP
catalog_variant_metafield,description,9,YES,STRING
catalog_variant_metafield,resource_id,10,YES,INT64
catalog_variant_metafield,catalog_variant_id,11,YES,INT64
catalog_variant_metafield,product_id,12,YES,INT64
catalog_variant_metafield,_fivetran_synced,13,YES,TIMESTAMP
catalog_variant_metafield,_fivetran_deleted,14,YES,BOOL
catalog_variant_option_value,id,1,YES,INT64
catalog_variant_option_value,label,2,YES,STRING
catalog_variant_option_value,option_display_name,3,YES,STRING
catalog_variant_option_value,option_id,4,YES,INT64
catalog_variant_option_value,variant_id,5,YES,INT64
catalog_variant_option_value,_fivetran_synced,6,YES,TIMESTAMP
catalog_variant_option_value,_fivetran_deleted,7,YES,BOOL
category_metafield,permission_set,1,YES,STRING
category_metafield,key,2,YES,STRING
category_metafield,id,3,YES,INT64
category_metafield,date_modified,4,YES,TIMESTAMP
category_metafield,value,5,YES,STRING
category_metafield,resource_type,6,YES,STRING
category_metafield,namespace,7,YES,STRING
category_metafield,date_created,8,YES,TIMESTAMP
category_metafield,description,9,YES,STRING
category_metafield,resource_id,10,YES,INT64
category_metafield,category_id,11,YES,INT64
category_metafield,_fivetran_synced,12,YES,TIMESTAMP
category_metafield,_fivetran_deleted,13,YES,BOOL
category_setting,_fivetran_id,1,YES,STRING
category_setting,category_tree_depth,2,YES,INT64
category_setting,default_product_sort,3,YES,STRING
category_setting,listing_mode,4,YES,STRING
category_setting,_fivetran_synced,5,YES,TIMESTAMP
category_setting,_fivetran_deleted,6,YES,BOOL
category_tree,category_id,1,YES,INT64
category_tree,meta_description,2,YES,STRING
category_tree,category_uuid,3,YES,STRING
category_tree,is_visible,4,YES,BOOL
category_tree,sort_order,5,YES,INT64
category_tree,default_product_sort,6,YES,STRING
category_tree,path,7,YES,STRING
category_tree,page_title,8,YES,STRING
category_tree,is_customized,9,YES,BOOL
category_tree,name,10,YES,STRING
category_tree,search_keywords,11,YES,STRING
category_tree,views,12,YES,INT64
category_tree,tree_id,13,YES,INT64
category_tree,parent_id,14,YES,INT64
category_tree,image_url,15,YES,STRING
category_tree,description,16,YES,STRING
category_tree,layout_file,17,YES,STRING
category_tree,_fivetran_synced,18,YES,TIMESTAMP
category_tree,_fivetran_deleted,19,YES,BOOL
category_tree_meta_keyword,meta_keyword_id,1,YES,STRING
category_tree_meta_keyword,category_id,2,YES,INT64
category_tree_meta_keyword,_fivetran_synced,3,YES,TIMESTAMP
category_tree_meta_keyword,_fivetran_deleted,4,YES,BOOL
channel,is_visible,1,YES,BOOL
channel,external_id,2,YES,STRING
channel,is_listable_from_ui,3,YES,BOOL
channel,id,4,YES,INT64
channel,date_modified,5,YES,TIMESTAMP
channel,name,6,YES,STRING
channel,status,7,YES,STRING
channel,type,8,YES,STRING
channel,is_enabled,9,YES,BOOL
channel,icon_url,10,YES,STRING
channel,platform,11,YES,STRING
channel,date_created,12,YES,TIMESTAMP
channel,_fivetran_synced,13,YES,TIMESTAMP
channel,_fivetran_deleted,14,YES,BOOL
channel_active_theme,active_theme_uuid,1,YES,STRING
channel_active_theme,active_theme_configuration_uuid,2,YES,STRING
channel_active_theme,active_theme_version_uuid,3,YES,STRING
channel_active_theme,saved_theme_configuration_uuid,4,YES,STRING
channel_active_theme,channel_id,5,YES,INT64
channel_active_theme,_fivetran_synced,6,YES,TIMESTAMP
channel_active_theme,_fivetran_deleted,7,YES,BOOL
channel_app,id,1,YES,INT64
channel_app,channel_id,2,YES,INT64
channel_app,_fivetran_synced,3,YES,TIMESTAMP
channel_currency_assignment,channel_id,1,YES,INT64
channel_currency_assignment,default_currency,2,YES,STRING
channel_currency_assignment,_fivetran_synced,3,YES,TIMESTAMP
channel_currency_assignment,_fivetran_deleted,4,YES,BOOL
channel_enabled_currency,channel_id,1,YES,INT64
channel_enabled_currency,enabled_currency,2,YES,STRING
channel_enabled_currency,_fivetran_synced,3,YES,TIMESTAMP
channel_enabled_currency,_fivetran_deleted,4,YES,BOOL
channel_listing,listing_id,1,YES,INT64
channel_listing,date_created,2,YES,TIMESTAMP
channel_listing,date_modified,3,YES,TIMESTAMP
channel_listing,description,4,YES,STRING
channel_listing,external_id,5,YES,STRING
channel_listing,name,6,YES,STRING
channel_listing,product_id,7,YES,INT64
channel_listing,state,8,YES,STRING
channel_listing,channel_id,9,YES,INT64
channel_listing,_fivetran_synced,10,YES,TIMESTAMP
channel_variant,product_id,1,YES,INT64
channel_variant,channel_id,2,YES,INT64
channel_variant,external_id,3,YES,STRING
channel_variant,date_modified,4,YES,TIMESTAMP
channel_variant,name,5,YES,STRING
channel_variant,variant_id,6,YES,INT64
channel_variant,state,7,YES,STRING
channel_variant,date_created,8,YES,TIMESTAMP
channel_variant,description,9,YES,STRING
channel_variant,channel_listing_id,10,YES,INT64
channel_variant,_fivetran_synced,11,YES,TIMESTAMP
checkout,tax_total,1,YES,FLOAT64
checkout,shipping_cost_total,2,YES,FLOAT64
checkout,is_store_credit_applied,3,YES,BOOL
checkout,sub_total,4,YES,FLOAT64
checkout,outstanding_balance,5,YES,INT64
checkout,updated_time,6,YES,STRING
checkout,id,7,YES,STRING
checkout,grand_total,8,YES,FLOAT64
checkout,created_time,9,YES,STRING
checkout,order_id,10,YES,STRING
checkout,cart_id,11,YES,STRING
checkout,gift_wrapping_cost_total,12,YES,FLOAT64
checkout,customer_message,13,YES,STRING
checkout,handling_cost_total,14,YES,FLOAT64
checkout,billing_addresscountry,15,YES,STRING
checkout,billing_addresscity,16,YES,STRING
checkout,billing_addresscompany,17,YES,STRING
checkout,billing_addresspostal_code,18,YES,STRING
checkout,billing_addressid,19,YES,STRING
checkout,billing_addressemail,20,YES,STRING
checkout,billing_addresscountry_code,21,YES,STRING
checkout,billing_addressaddress_2,22,YES,STRING
checkout,billing_addressaddress_1,23,YES,STRING
checkout,billing_addressstate_or_province_code,24,YES,STRING
checkout,billing_addresslast_name,25,YES,STRING
checkout,billing_addressfirst_name,26,YES,STRING
checkout,billing_addressphone,27,YES,STRING
checkout,billing_addressstate_or_province,28,YES,STRING
checkout,billing_address_country,29,YES,STRING
checkout,billing_address_city,30,YES,STRING
checkout,billing_address_company,31,YES,STRING
checkout,billing_address_postal_code,32,YES,STRING
checkout,billing_address_id,33,YES,STRING
checkout,billing_address_email,34,YES,STRING
checkout,billing_address_country_code,35,YES,STRING
checkout,billing_address_address_2,36,YES,STRING
checkout,billing_address_address_1,37,YES,STRING
checkout,billing_address_state_or_province_code,38,YES,STRING
checkout,billing_address_last_name,39,YES,STRING
checkout,billing_address_first_name,40,YES,STRING
checkout,billing_address_phone,41,YES,STRING
checkout,billing_address_state_or_province,42,YES,STRING
checkout,_fivetran_synced,43,YES,TIMESTAMP
checkout_billing_address_custom_field,checkout_id,1,YES,STRING
checkout_billing_address_custom_field,_fivetran_synced,2,YES,TIMESTAMP
consignment,selected_shipping_option_image_url,1,YES,STRING
consignment,address_2,2,YES,STRING
consignment,selected_shipping_option_type,3,YES,STRING
consignment,address_1,4,YES,STRING
consignment,shipping_cost,5,YES,FLOAT64
consignment,country,6,YES,STRING
consignment,city,7,YES,STRING
consignment,company,8,YES,STRING
consignment,postal_code,9,YES,STRING
consignment,selected_shipping_option_description,10,YES,STRING
consignment,id,11,YES,STRING
consignment,email,12,YES,STRING
consignment,country_code,13,YES,STRING
consignment,selected_shipping_option_cost,14,YES,FLOAT64
consignment,state_or_province_code,15,YES,STRING
consignment,last_name,16,YES,STRING
consignment,first_name,17,YES,STRING
consignment,phone,18,YES,STRING
consignment,selected_shipping_option_transit_time,19,YES,STRING
consignment,state_or_province,20,YES,STRING
consignment,selected_shipping_option_id,21,YES,STRING
consignment,handling_cost,22,YES,FLOAT64
consignment,checkout_id,23,YES,STRING
consignment,_fivetran_synced,24,YES,TIMESTAMP
consignment_billing_address_custom_field,consignment_id,1,YES,STRING
consignment_billing_address_custom_field,_fivetran_synced,2,YES,TIMESTAMP
consignment_coupon_discount,code,1,YES,STRING
consignment_coupon_discount,amount,2,YES,FLOAT64
consignment_coupon_discount,consignment_id,3,YES,STRING
consignment_coupon_discount,_fivetran_synced,4,YES,TIMESTAMP
consignment_discount,id,1,YES,STRING
consignment_discount,consignment_id,2,YES,STRING
consignment_discount,_fivetran_synced,3,YES,TIMESTAMP
consignment_line_item,id,1,YES,STRING
consignment_line_item,consignment_id,2,YES,STRING
consignment_line_item,_fivetran_synced,3,YES,TIMESTAMP
consignment_shipping_option,id,1,YES,STRING
consignment_shipping_option,cost,2,YES,FLOAT64
consignment_shipping_option,description,3,YES,STRING
consignment_shipping_option,image_url,4,YES,STRING
consignment_shipping_option,is_recommended,5,YES,BOOL
consignment_shipping_option,transit_time,6,YES,STRING
consignment_shipping_option,type,7,YES,STRING
consignment_shipping_option,consignment_id,8,YES,STRING
consignment_shipping_option,_fivetran_synced,9,YES,TIMESTAMP
contextual_filter,category_id,1,YES,INT64
contextual_filter,channel_id,2,YES,INT64
contextual_filter,enabled_filter_id,3,YES,STRING
contextual_filter,_fivetran_synced,4,YES,TIMESTAMP
contextual_filter,_fivetran_deleted,5,YES,BOOL
country,id,1,YES,INT64
country,country,2,YES,STRING
country,country_iso_2,3,YES,STRING
country,country_iso_3,4,YES,STRING
country,state_resource,5,YES,STRING
country,state_url,6,YES,STRING
country,_fivetran_synced,7,YES,TIMESTAMP
country,_fivetran_deleted,8,YES,BOOL
country_state,country_id,1,YES,INT64
country_state,id,2,YES,INT64
country_state,state,3,YES,STRING
country_state,state_abbreviation,4,YES,STRING
country_state,_fivetran_synced,5,YES,TIMESTAMP
country_state,_fivetran_deleted,6,YES,BOOL
coupon,id,1,YES,INT64
coupon,enabled,2,YES,BOOL
coupon,name,3,YES,STRING
coupon,num_uses,4,YES,INT64
coupon,min_purchase,5,YES,STRING
coupon,expires,6,YES,STRING
coupon,max_uses_per_customer,7,YES,INT64
coupon,type,8,YES,STRING
coupon,amount,9,YES,STRING
coupon,max_uses,10,YES,INT64
coupon,code,11,YES,STRING
coupon,date_created,12,YES,TIMESTAMP
coupon,_fivetran_synced,13,YES,TIMESTAMP
coupon,_fivetran_deleted,14,YES,BOOL
coupon_country_restriction,country_id,1,YES,STRING
coupon_country_restriction,coupon_id,2,YES,INT64
coupon_country_restriction,_fivetran_synced,3,YES,TIMESTAMP
coupon_country_restriction,_fivetran_deleted,4,YES,BOOL
coupon_entity,coupon_id,1,YES,INT64
coupon_entity,entity_id,2,YES,INT64
coupon_entity,entity_type,3,YES,STRING
coupon_entity,_fivetran_synced,4,YES,TIMESTAMP
coupon_entity,_fivetran_deleted,5,YES,BOOL
coupon_state_restriction,index,1,YES,INT64
coupon_state_restriction,country,2,YES,STRING
coupon_state_restriction,state,3,YES,STRING
coupon_state_restriction,coupon_id,4,YES,INT64
coupon_state_restriction,_fivetran_synced,5,YES,TIMESTAMP
coupon_state_restriction,_fivetran_deleted,6,YES,BOOL
coupon_zip_restriction,index,1,YES,INT64
coupon_zip_restriction,country,2,YES,STRING
coupon_zip_restriction,zip,3,YES,STRING
coupon_zip_restriction,coupon_id,4,YES,INT64
coupon_zip_restriction,_fivetran_synced,5,YES,TIMESTAMP
coupon_zip_restriction,_fivetran_deleted,6,YES,BOOL
currency,id,1,YES,INT64
currency,is_default,2,YES,BOOL
currency,token,3,YES,STRING
currency,currency_code,4,YES,STRING
currency,enabled,5,YES,BOOL
currency,name,6,YES,STRING
currency,auto_update,7,YES,BOOL
currency,decimal_token,8,YES,STRING
currency,decimal_places,9,YES,INT64
currency,token_location,10,YES,STRING
currency,currency_exchange_rate,11,YES,FLOAT64
currency,country_iso_2,12,YES,STRING
currency,last_updated,13,YES,TIMESTAMP
currency,thousands_token,14,YES,STRING
currency,is_transactional,15,YES,BOOL
currency,_fivetran_synced,16,YES,TIMESTAMP
currency,_fivetran_deleted,17,YES,BOOL
custom_template_association,id,1,YES,INT64
custom_template_association,channel_id,2,YES,INT64
custom_template_association,date_created,3,YES,TIMESTAMP
custom_template_association,date_modified,4,YES,TIMESTAMP
custom_template_association,entity_id,5,YES,INT64
custom_template_association,entity_type,6,YES,STRING
custom_template_association,file_name,7,YES,STRING
custom_template_association,is_valid,8,YES,BOOL
custom_template_association,_fivetran_synced,9,YES,TIMESTAMP
custom_template_association,_fivetran_deleted,10,YES,BOOL
customer,customer_group_id,1,YES,INT64
customer,company,2,YES,STRING
customer,address_count,3,YES,INT64
customer,tax_exempt_category,4,YES,STRING
customer,force_password_reset,5,YES,BOOL
customer,id,6,YES,INT64
customer,email,7,YES,STRING
customer,attribute_count,8,YES,INT64
customer,date_modified,9,YES,TIMESTAMP
customer,last_name,10,YES,STRING
customer,first_name,11,YES,STRING
customer,phone,12,YES,STRING
customer,registration_ip_address,13,YES,STRING
customer,notes,14,YES,STRING
customer,origin_channel_id,15,YES,INT64
customer,accepts_product_review_abandoned_cart_emails,16,YES,BOOL
customer,date_created,17,YES,TIMESTAMP
customer,_fivetran_synced,18,YES,TIMESTAMP
customer,_fivetran_deleted,19,YES,BOOL
customer_address,address_2,1,YES,STRING
customer_address,address_1,2,YES,STRING
customer_address,address_type,3,YES,STRING
customer_address,country,4,YES,STRING
customer_address,city,5,YES,STRING
customer_address,company,6,YES,STRING
customer_address,postal_code,7,YES,STRING
customer_address,id,8,YES,STRING
customer_address,country_code,9,YES,STRING
customer_address,last_name,10,YES,STRING
customer_address,first_name,11,YES,STRING
customer_address,phone,12,YES,STRING
customer_address,state_or_province,13,YES,STRING
customer_address,customer_id,14,YES,INT64
customer_address,_fivetran_synced,15,YES,TIMESTAMP
customer_address,_fivetran_deleted,16,YES,BOOL
customer_address_form_field,name,1,YES,STRING
customer_address_form_field,value,2,YES,JSON
customer_address_form_field,customer_address_id,3,YES,STRING
customer_address_form_field,_fivetran_synced,4,YES,TIMESTAMP
customer_address_form_field,_fivetran_deleted,5,YES,BOOL
customer_allow_consent,index,1,YES,INT64
customer_allow_consent,allow,2,YES,STRING
customer_allow_consent,customer_id,3,YES,INT64
customer_allow_consent,updated_at,4,YES,TIMESTAMP
customer_allow_consent,_fivetran_synced,5,YES,TIMESTAMP
customer_allow_consent,_fivetran_deleted,6,YES,BOOL
customer_attribute_value,id,1,YES,INT64
customer_attribute_value,attribute_id,2,YES,INT64
customer_attribute_value,attribute_value,3,YES,STRING
customer_attribute_value,date_created,4,YES,TIMESTAMP
customer_attribute_value,date_modified,5,YES,TIMESTAMP
customer_attribute_value,customer_id,6,YES,INT64
customer_attribute_value,_fivetran_synced,7,YES,TIMESTAMP
customer_channel,channel_id,1,YES,INT64
customer_channel,customer_id,2,YES,INT64
customer_channel,_fivetran_synced,3,YES,TIMESTAMP
customer_deny_consent,index,1,YES,INT64
customer_deny_consent,deny,2,YES,STRING
customer_deny_consent,customer_id,3,YES,INT64
customer_deny_consent,updated_at,4,YES,TIMESTAMP
customer_deny_consent,_fivetran_synced,5,YES,TIMESTAMP
customer_deny_consent,_fivetran_deleted,6,YES,BOOL
customer_form_field,name,1,YES,STRING
customer_form_field,value,2,YES,JSON
customer_form_field,customer_id,3,YES,INT64
customer_form_field,_fivetran_synced,4,YES,TIMESTAMP
customer_form_field,_fivetran_deleted,5,YES,BOOL
customer_group,id,1,YES,INT64
customer_group,is_default,2,YES,BOOL
customer_group,is_group_for_guests,3,YES,BOOL
customer_group,name,4,YES,STRING
customer_group,_fivetran_synced,5,YES,TIMESTAMP
customer_group,_fivetran_deleted,6,YES,BOOL
customer_group_category_access,category_id,1,YES,INT64
customer_group_category_access,customer_group_id,2,YES,INT64
customer_group_category_access,type,3,YES,STRING
customer_group_category_access,_fivetran_synced,4,YES,TIMESTAMP
customer_group_category_access,_fivetran_deleted,5,YES,BOOL
