table_name,column_name,ordinal_position,is_nullable,data_type
product,id,1,YES,INT64
product,is_featured,2,YES,BOOL
product,inventory_level,3,YES,INT64
product,meta_description,4,YES,STRING
product,is_visible,5,YES,BOOL
product,reviews_rating_sum,6,YES,FLOAT64
product,map_price,7,YES,FLOAT64
product,width,8,YES,FLOAT64
product,sort_order,9,YES,INT64
product,custom_url,10,YES,STRING
product,sku,11,YES,STRING
product,open_graph_title,12,YES,STRING
product,is_price_hidden,13,YES,BOOL
product,open_graph_use_meta_description,14,YES,BOOL
product,warranty,15,YES,STRING
product,mpn,16,YES,STRING
product,height,17,YES,FLOAT64
product,option_set_id,18,YES,INT64
product,option_set_display,19,YES,STRING
product,view_count,20,YES,INT64
product,tax_class_id,21,YES,INT64
product,cost_price,22,YES,FLOAT64
product,availability,23,YES,STRING
product,calculated_price,24,YES,FLOAT64
product,gtin,25,YES,STRING
product,condition,26,YES,STRING
product,date_modified,27,YES,TIMESTAMP
product,page_title,28,YES,STRING
product,base_variant_id,29,YES,INT64
product,is_preorder_hidden,30,YES,BOOL
product,bin_picking_number,31,YES,STRING
product,name,32,YES,STRING
product,fixed_cost_shipping_price,33,YES,FLOAT64
product,search_keywords,34,YES,STRING
product,availability_description,35,YES,STRING
product,inventory_tracking,36,YES,STRING
product,is_condition_shown,37,YES,BOOL
product,open_graph_use_image,38,YES,BOOL
product,total_sold,39,YES,INT64
product,upc,40,YES,STRING
product,is_preorder_only,41,YES,BOOL
product,open_graph_description,42,YES,STRING
product,open_graph_type,43,YES,STRING
product,is_free_shipping,44,YES,BOOL
product,sale_price,45,YES,FLOAT64
product,brand_id,46,YES,INT64
product,open_graph_use_product_name,47,YES,BOOL
product,retail_price,48,YES,FLOAT64
product,type,49,YES,STRING
product,inventory_warning_level,50,YES,INT64
product,depth,51,YES,FLOAT64
product,order_quantity_minimum,52,YES,INT64
product,preorder_message,53,YES,STRING
product,preorder_release_date,54,YES,STRING
product,order_quantity_maximum,55,YES,INT64
product,gift_wrapping_options_type,56,YES,STRING
product,price,57,YES,FLOAT64
product,price_hidden_label,58,YES,STRING
product,product_tax_code,59,YES,STRING
product,custom_url_is_customized,60,YES,BOOL
product,brand_name,61,YES,STRING
product,reviews_count,62,YES,INT64
product,date_created,63,YES,TIMESTAMP
product,weight,64,YES,FLOAT64
product,description,65,YES,STRING
product,layout_file,66,YES,STRING
product,_fivetran_synced,67,YES,TIMESTAMP
product,_fivetran_deleted,68,YES,BOOL
product_bulk_pricing_rule,id,1,YES,INT64
product_bulk_pricing_rule,amount,2,YES,INT64
product_bulk_pricing_rule,quantity_max,3,YES,INT64
product_bulk_pricing_rule,quantity_min,4,YES,INT64
product_bulk_pricing_rule,type,5,YES,STRING
product_bulk_pricing_rule,product_id,6,YES,INT64
product_bulk_pricing_rule,_fivetran_synced,7,YES,TIMESTAMP
product_category,product_id,1,YES,INT64
product_category,category_id,2,YES,INT64
product_category,_fivetran_synced,3,YES,TIMESTAMP
product_category,_fivetran_deleted,4,YES,BOOL
product_channel_assignment,channel_id,1,YES,INT64
product_channel_assignment,product_id,2,YES,INT64
product_channel_assignment,_fivetran_synced,3,YES,TIMESTAMP
product_channel_assignment,_fivetran_deleted,4,YES,BOOL
product_complex_rule,stop,1,YES,BOOL
product_complex_rule,sort_order,2,YES,INT64
product_complex_rule,purchasing_disabled,3,YES,BOOL
product_complex_rule,price_adjuster,4,YES,STRING
product_complex_rule,enabled,5,YES,BOOL
product_complex_rule,id,6,YES,INT64
product_complex_rule,purchasing_hidden,7,YES,BOOL
product_complex_rule,weight_adjuster_value,8,YES,INT64
product_complex_rule,price_adjuster_value,9,YES,INT64
product_complex_rule,weight_adjuster,10,YES,STRING
product_complex_rule,image_url,11,YES,STRING
product_complex_rule,purchasing_disabled_message,12,YES,STRING
product_complex_rule,product_id,13,YES,INT64
product_complex_rule,_fivetran_synced,14,YES,TIMESTAMP
product_complex_rule_condition,index,1,YES,INT64
product_complex_rule_condition,combination_id,2,YES,INT64
product_complex_rule_condition,id,3,YES,INT64
product_complex_rule_condition,modifier_id,4,YES,INT64
product_complex_rule_condition,modifier_value_id,5,YES,INT64
product_complex_rule_condition,variant_id,6,YES,INT64
product_complex_rule_condition,product_complex_rule_id,7,YES,INT64
product_complex_rule_condition,_fivetran_synced,8,YES,TIMESTAMP
product_custom_field,product_id,1,YES,INT64
product_custom_field,id,2,YES,INT64
product_custom_field,name,3,YES,STRING
product_custom_field,value,4,YES,STRING
product_custom_field,_fivetran_synced,5,YES,TIMESTAMP
product_custom_field,_fivetran_deleted,6,YES,BOOL
product_custom_information,product_id,1,YES,INT64
product_custom_information,commodity_description,2,YES,STRING
product_custom_information,country_of_origin,3,YES,STRING
product_custom_information,hs_codes,4,YES,JSON
product_custom_information,international_shipping,5,YES,BOOL
product_custom_information,_fivetran_synced,6,YES,TIMESTAMP
product_custom_information,_fivetran_deleted,7,YES,BOOL
product_gift_wrapping_option,gift_wrapping_option_id,1,YES,INT64
product_gift_wrapping_option,product_id,2,YES,INT64
product_gift_wrapping_option,_fivetran_synced,3,YES,TIMESTAMP
product_image,product_id,1,YES,INT64
product_image,id,2,YES,INT64
product_image,sort_order,3,YES,INT64
product_image,is_thumbnail,4,YES,BOOL
product_image,tiny_url,5,YES,STRING
product_image,thumbnail_url,6,YES,STRING
product_image,standard_url,7,YES,STRING
product_image,date_created,8,YES,TIMESTAMP
product_image,description,9,YES,STRING
product_image,image_file,10,YES,STRING
product_image,_fivetran_synced,11,YES,TIMESTAMP
product_image,_fivetran_deleted,12,YES,BOOL
product_meta_keyword,meta_keyword_id,1,YES,STRING
product_meta_keyword,product_id,2,YES,INT64
product_meta_keyword,_fivetran_synced,3,YES,TIMESTAMP
product_metafield,product_id,1,YES,INT64
product_metafield,id,2,YES,INT64
product_metafield,permission_set,3,YES,STRING
product_metafield,key,4,YES,STRING
product_metafield,date_modified,5,YES,TIMESTAMP
product_metafield,value,6,YES,STRING
product_metafield,resource_type,7,YES,STRING
product_metafield,namespace,8,YES,STRING
product_metafield,date_created,9,YES,TIMESTAMP
product_metafield,description,10,YES,STRING
product_metafield,resource_id,11,YES,INT64
product_metafield,_fivetran_synced,12,YES,TIMESTAMP
product_metafield,_fivetran_deleted,13,YES,BOOL
product_modifier,product_id,1,YES,INT64
product_modifier,id,2,YES,INT64
product_modifier,config,3,YES,JSON
product_modifier,display_name,4,YES,STRING
product_modifier,name,5,YES,STRING
product_modifier,required,6,YES,BOOL
product_modifier,sort_order,7,YES,INT64
product_modifier,type,8,YES,STRING
product_modifier,_fivetran_synced,9,YES,TIMESTAMP
product_modifier,_fivetran_deleted,10,YES,BOOL
product_modifier_value,product_modifier_id,1,YES,INT64
product_modifier_value,id,2,YES,INT64
product_modifier_value,product_id,3,YES,INT64
product_modifier_value,is_default,4,YES,BOOL
product_modifier_value,sort_order,5,YES,INT64
product_modifier_value,label,6,YES,STRING
product_modifier_value,price_adjuster,7,YES,STRING
product_modifier_value,option_id,8,YES,INT64
product_modifier_value,purchasing_disabled_status,9,YES,BOOL
product_modifier_value,weight_adjuster_value,10,YES,INT64
product_modifier_value,price_adjuster_value,11,YES,INT64
product_modifier_value,weight_adjuster,12,YES,STRING
product_modifier_value,image_url,13,YES,STRING
product_modifier_value,purchasing_disabled_message,14,YES,STRING
product_modifier_value,_fivetran_synced,15,YES,TIMESTAMP
product_modifier_value,_fivetran_deleted,16,YES,BOOL
product_option,id,1,YES,INT64
product_option,display_name,2,YES,STRING
product_option,option_value_id,3,YES,INT64
product_option,option_value_is_default,4,YES,BOOL
product_option,option_value_label,5,YES,STRING
product_option,option_value_sort_order,6,YES,INT64
product_option,sort_order,7,YES,INT64
product_option,type,8,YES,STRING
product_option,product_id,9,YES,INT64
product_option,_fivetran_synced,10,YES,TIMESTAMP
product_review,id,1,YES,INT64
product_review,email,2,YES,STRING
product_review,date_modified,3,YES,TIMESTAMP
product_review,date_reviewed,4,YES,TIMESTAMP
product_review,name,5,YES,STRING
product_review,status,6,YES,STRING
product_review,text,7,YES,STRING
product_review,title,8,YES,STRING
product_review,rating,9,YES,INT64
product_review,date_created,10,YES,TIMESTAMP
product_review,product_id,11,YES,INT64
product_review,_fivetran_synced,12,YES,TIMESTAMP
product_variant,product_id,1,YES,INT64
product_variant,id,2,YES,INT64
product_variant,inventory_level,3,YES,INT64
product_variant,width,4,YES,FLOAT64
product_variant,sku,5,YES,STRING
product_variant,mpn,6,YES,STRING
product_variant,height,7,YES,FLOAT64
product_variant,purchasing_disabled,8,YES,BOOL
product_variant,cost_price,9,YES,FLOAT64
product_variant,calculated_price,10,YES,FLOAT64
product_variant,bin_picking_number,11,YES,STRING
product_variant,fixed_cost_shipping_price,12,YES,FLOAT64
product_variant,upc,13,YES,STRING
product_variant,is_free_shipping,14,YES,BOOL
product_variant,sale_price,15,YES,INT64
product_variant,retail_price,16,YES,FLOAT64
product_variant,inventory_warning_level,17,YES,INT64
product_variant,depth,18,YES,FLOAT64
product_variant,price,19,YES,FLOAT64
product_variant,purchasing_disabled_message,20,YES,STRING
product_variant,calculated_weight,21,YES,INT64
product_variant,weight,22,YES,FLOAT64
product_variant,sku_id,23,YES,INT64
product_variant,_fivetran_synced,24,YES,TIMESTAMP
product_variant,_fivetran_deleted,25,YES,BOOL
product_variant_metafield,permission_set,1,YES,STRING
product_variant_metafield,key,2,YES,STRING
product_variant_metafield,id,3,YES,INT64
product_variant_metafield,date_modified,4,YES,TIMESTAMP
product_variant_metafield,value,5,YES,STRING
product_variant_metafield,resource_type,6,YES,STRING
product_variant_metafield,namespace,7,YES,STRING
product_variant_metafield,date_created,8,YES,TIMESTAMP
product_variant_metafield,description,9,YES,STRING
product_variant_metafield,resource_id,10,YES,INT64
product_variant_metafield,product_variant_id,11,YES,INT64
product_variant_metafield,product_id,12,YES,INT64
product_variant_metafield,_fivetran_synced,13,YES,TIMESTAMP
product_variant_option,option_label,1,YES,STRING
product_variant_option,sort_order,2,YES,INT64
product_variant_option,option_id,3,YES,INT64
product_variant_option,id,4,YES,INT64
product_variant_option,name,5,YES,STRING
product_variant_option,display_name,6,YES,STRING
product_variant_option,option_sort_order,7,YES,INT64
product_variant_option,type,8,YES,STRING
product_variant_option,option_is_default,9,YES,BOOL
product_variant_option,config_text_min_length,10,YES,INT64
product_variant_option,config_default_value,11,YES,STRING
product_variant_option,config_date_limit_mode,12,YES,STRING
product_variant_option,config_date_earliest_value,13,YES,STRING
product_variant_option,config_product_list_adjusts_pricing,14,YES,BOOL
product_variant_option,config_number_highest_value,15,YES,INT64
product_variant_option,config_number_integers_only,16,YES,BOOL
product_variant_option,config_file_max_size,17,YES,INT64
product_variant_option,config_date_latest_value,18,YES,STRING
product_variant_option,config_number_limit_mode,19,YES,STRING
product_variant_option,config_date_limited,20,YES,BOOL
product_variant_option,config_product_list_shipping_calc,21,YES,STRING
product_variant_option,config_text_characters_limited,22,YES,BOOL
product_variant_option,config_text_lines_limited,23,YES,BOOL
product_variant_option,config_checkbox_label,24,YES,STRING
product_variant_option,config_text_max_length,25,YES,INT64
product_variant_option,config_product_list_adjusts_inventory,26,YES,BOOL
product_variant_option,config_number_lowest_value,27,YES,INT64
product_variant_option,config_number_limited,28,YES,BOOL
product_variant_option,config_file_types_mode,29,YES,STRING
product_variant_option,config_text_max_lines,30,YES,INT64
product_variant_option,config_checked_by_default,31,YES,BOOL
product_variant_option,product_id,32,YES,INT64
product_variant_option,_fivetran_synced,33,YES,TIMESTAMP
product_variant_options_value,id,1,YES,INT64
product_variant_options_value,is_default,2,YES,BOOL
product_variant_options_value,label,3,YES,STRING
product_variant_options_value,sort_order,4,YES,INT64
product_variant_options_value,product_variant_option_id,5,YES,INT64
product_variant_options_value,product_id,6,YES,INT64
product_variant_options_value,_fivetran_synced,7,YES,TIMESTAMP
product_video,id,1,YES,STRING
product_video,description,2,YES,STRING
product_video,length,3,YES,STRING
product_video,sort_order,4,YES,INT64
product_video,title,5,YES,STRING
product_video,type,6,YES,STRING
product_video,product_id,7,YES,INT64
product_video,_fivetran_synced,8,YES,TIMESTAMP
redirect,id,1,YES,INT64
redirect,from_path,2,YES,STRING
redirect,site_id,3,YES,INT64
redirect,to_entity_id,4,YES,INT64
redirect,to_type,5,YES,STRING
redirect,to_url,6,YES,STRING
redirect,_fivetran_synced,7,YES,TIMESTAMP
redirect,_fivetran_deleted,8,YES,BOOL
related_product,product_id,1,YES,INT64
related_product,related_product_id,2,YES,INT64
related_product,_fivetran_synced,3,YES,TIMESTAMP
related_product,_fivetran_deleted,4,YES,BOOL
robot_setting,robots_txt_ssl,1,YES,STRING
robot_setting,_fivetran_id,2,YES,STRING
robot_setting,_fivetran_synced,3,YES,TIMESTAMP
robot_setting,_fivetran_deleted,4,YES,BOOL
search_setting,_fivetran_id,1,YES,STRING
search_setting,content_product_sort,2,YES,STRING
search_setting,default_product_sort,3,YES,STRING
search_setting,product_filtering_enabled,4,YES,BOOL
search_setting,search_suggest,5,YES,BOOL
search_setting,_fivetran_synced,6,YES,TIMESTAMP
search_setting,_fivetran_deleted,7,YES,BOOL
security_setting,_fivetran_id,1,YES,STRING
security_setting,x_frame_options_header_setting,2,YES,STRING
security_setting,hsts_include_subdomains,3,YES,BOOL
security_setting,csp_header_enabled,4,YES,STRING
security_setting,hsts_enabled,5,YES,BOOL
security_setting,hsts_max_age,6,YES,STRING
security_setting,csp_header_value,7,YES,BOOL
security_setting,x_frame_options_header_allowed_url,8,YES,STRING
security_setting,hsts_include_preload,9,YES,BOOL
security_setting,x_frame_options_header_enabled,10,YES,BOOL
security_setting,_fivetran_synced,11,YES,TIMESTAMP
security_setting,_fivetran_deleted,12,YES,BOOL
seo_setting,_fivetran_id,1,YES,STRING
seo_setting,meta_description,2,YES,STRING
seo_setting,meta_keywords,3,YES,STRING
seo_setting,page_title,4,YES,STRING
seo_setting,www_redirect,5,YES,STRING
seo_setting,_fivetran_synced,6,YES,TIMESTAMP
seo_setting,_fivetran_deleted,7,YES,BOOL
shipping_zone,id,1,YES,INT64
shipping_zone,handling_fees_display_separately,2,YES,BOOL
shipping_zone,free_shipping_minimum_sub_total,3,YES,FLOAT64
shipping_zone,handling_fees_percentage_surcharge,4,YES,FLOAT64
shipping_zone,enabled,5,YES,BOOL
shipping_zone,name,6,YES,STRING
shipping_zone,free_shipping_enabled,7,YES,BOOL
shipping_zone,type,8,YES,STRING
shipping_zone,handling_fees_fixed_surcharge,9,YES,FLOAT64
shipping_zone,free_shipping_exclude_fixed_shipping_products,10,YES,BOOL
shipping_zone,_fivetran_synced,11,YES,TIMESTAMP
shipping_zone,_fivetran_deleted,12,YES,BOOL
shipping_zone_location,shipping_zone_id,1,YES,INT64
shipping_zone_location,id,2,YES,INT64
shipping_zone_location,country_iso_2,3,YES,STRING
shipping_zone_location,state_iso_2,4,YES,STRING
shipping_zone_location,zip,5,YES,STRING
shipping_zone_location,_fivetran_synced,6,YES,TIMESTAMP
shipping_zone_location,_fivetran_deleted,7,YES,BOOL
shipping_zone_method,shipping_zone_id,1,YES,INT64
shipping_zone_method,id,2,YES,INT64
shipping_zone_method,enabled,3,YES,BOOL
shipping_zone_method,fixed_surcharge,4,YES,INT64
shipping_zone_method,is_fallback,5,YES,BOOL
shipping_zone_method,name,6,YES,STRING
shipping_zone_method,settings,7,YES,JSON
shipping_zone_method,type,8,YES,STRING
shipping_zone_method,_fivetran_synced,9,YES,TIMESTAMP
shipping_zone_method,_fivetran_deleted,10,YES,BOOL
site,id,1,YES,INT64
site,channel_id,2,YES,INT64
site,created_at,3,YES,TIMESTAMP
site,is_checkout_url_customized,4,YES,BOOL
site,ssl_status,5,YES,STRING
site,updated_at,6,YES,TIMESTAMP
site,url,7,YES,STRING
site,_fivetran_synced,8,YES,TIMESTAMP
site,_fivetran_deleted,9,YES,BOOL
site_route,id,1,YES,INT64
site_route,matching,2,YES,STRING
site_route,route,3,YES,STRING
site_route,type,4,YES,STRING
site_route,site_id,5,YES,INT64
site_route,_fivetran_synced,6,YES,TIMESTAMP
site_route,_fivetran_deleted,7,YES,BOOL
site_url,site_id,1,YES,INT64
site_url,url,2,YES,STRING
site_url,created_at,3,YES,TIMESTAMP
site_url,type,4,YES,STRING
site_url,updated_at,5,YES,TIMESTAMP
site_url,_fivetran_synced,6,YES,TIMESTAMP
site_url,_fivetran_deleted,7,YES,BOOL
status_setting,_fivetran_id,1,YES,STRING
status_setting,down_for_maintenance_message,2,YES,STRING
status_setting,prelaunch_message,3,YES,STRING
status_setting,prelaunch_password,4,YES,STRING
status_setting,_fivetran_synced,5,YES,TIMESTAMP
status_setting,_fivetran_deleted,6,YES,BOOL
store,id,1,YES,STRING
store,dimension_decimal_places,2,YES,INT64
store,country,3,YES,STRING
store,currency_symbol_location,4,YES,STRING
store,weight_units,5,YES,STRING
store,timezone_export,6,YES,STRING
store,currency,7,YES,STRING
store,timezone_dst_offset,8,YES,INT64
store,timezone_dst_correction,9,YES,BOOL
store,plan_name,10,YES,STRING
store,industry,11,YES,STRING
store,currency_symbol,12,YES,STRING
store,account_uuid,13,YES,STRING
store,name,14,YES,STRING
store,order_email,15,YES,STRING
store,shopper_consent_tracking_enabled,16,YES,BOOL
store,timezone_name,17,YES,STRING
store,is_price_entered_with_tax,18,YES,BOOL
store,address,19,YES,STRING
store,decimal_places,20,YES,INT64
store,status,21,YES,STRING
store,multi_storefront_enabled,22,YES,BOOL
store,sitewidehttps_enabled,23,YES,BOOL
store,plan_level,24,YES,STRING
store,timezone_raw_offset,25,YES,INT64
store,languages,26,YES,STRING
store,control_panel_base_url,27,YES,STRING
store,decimal_separator,28,YES,STRING
store,domain,29,YES,STRING
store,last_name,30,YES,STRING
store,dimension_thousands_token,31,YES,STRING
store,store_id,32,YES,INT64
store,thousands_separator,33,YES,STRING
store,dimension_decimal_token,34,YES,STRING
store,first_name,35,YES,STRING
store,secure_url,36,YES,STRING
store,checkout_type,37,YES,STRING
store,phone,38,YES,STRING
store,stencil_enabled,39,YES,BOOL
store,graphql_storefront_api_enabled,40,YES,BOOL
store,plan_is_trial,41,YES,BOOL
store,logo_url,42,YES,STRING
store,wishlists_enabled,43,YES,BOOL
store,timezone_extended_display,44,YES,STRING
store,facebook_catalog_id,45,YES,STRING
store,default_site_id,46,YES,INT64
store,admin_email,47,YES,STRING
store,timezone_display,48,YES,STRING
store,default_channel_id,49,YES,INT64
store,dimension_units,50,YES,STRING
store,_fivetran_synced,51,YES,TIMESTAMP
store,_fivetran_deleted,52,YES,BOOL
store_blog_post,id,1,YES,INT64
store_blog_post,meta_description,2,YES,STRING
store_blog_post,thumbnail_path,3,YES,STRING
store_blog_post,body,4,YES,STRING
store_blog_post,meta_keywords,5,YES,STRING
store_blog_post,timezone,6,YES,STRING
store_blog_post,author,7,YES,STRING
store_blog_post,summary,8,YES,STRING
store_blog_post,timezone_type,9,YES,STRING
store_blog_post,title,10,YES,STRING
store_blog_post,published_date_iso_8601,11,YES,TIMESTAMP
store_blog_post,preview_url,12,YES,STRING
store_blog_post,is_published,13,YES,BOOL
store_blog_post,date,14,YES,DATETIME
store_blog_post,_fivetran_synced,15,YES,TIMESTAMP
store_blog_post,_fivetran_deleted,16,YES,BOOL
store_blog_tag,post_id,1,YES,INT64
store_blog_tag,tags,2,YES,STRING
store_blog_tag,_fivetran_synced,3,YES,TIMESTAMP
store_blog_tag,_fivetran_deleted,4,YES,BOOL
store_profile_setting,_fivetran_id,1,YES,STRING
store_profile_setting,store_address,2,YES,STRING
store_profile_setting,store_address_type,3,YES,STRING
store_profile_setting,store_email,4,YES,STRING
store_profile_setting,store_name,5,YES,STRING
store_profile_setting,store_phone,6,YES,STRING
store_profile_setting,_fivetran_synced,7,YES,TIMESTAMP
store_profile_setting,_fivetran_deleted,8,YES,BOOL
storefront_product_setting,_fivetran_id,1,YES,STRING
storefront_product_setting,default_preorder_message,2,YES,STRING
storefront_product_setting,show_add_to_cart_qty_box,3,YES,BOOL
storefront_product_setting,show_add_to_cart_link,4,YES,BOOL
storefront_product_setting,show_product_rating,5,YES,BOOL
storefront_product_setting,show_product_price,6,YES,BOOL
storefront_product_setting,show_breadcrumbs_product_pages,7,YES,STRING
storefront_product_setting,show_product_weight,8,YES,BOOL
storefront_product_setting,show_product_sku,9,YES,BOOL
storefront_product_setting,show_add_to_wishlist,10,YES,BOOL
storefront_product_setting,show_product_shipping,11,YES,BOOL
storefront_product_setting,show_product_brand,12,YES,BOOL
storefront_product_setting,_fivetran_synced,13,YES,TIMESTAMP
storefront_product_setting,_fivetran_deleted,14,YES,BOOL
subscriber,id,1,YES,INT64
subscriber,channel_id,2,YES,INT64
subscriber,email,3,YES,STRING
subscriber,date_modified,4,YES,TIMESTAMP
subscriber,order_id,5,YES,INT64
subscriber,last_name,6,YES,STRING
subscriber,first_name,7,YES,STRING
subscriber,source,8,YES,STRING
subscriber,date_created,9,YES,TIMESTAMP
subscriber,_fivetran_synced,10,YES,TIMESTAMP
subscriber,_fivetran_deleted,11,YES,BOOL
tax,name,1,YES,STRING
tax,amount,2,YES,FLOAT64
tax,checkout_id,3,YES,STRING
tax,_fivetran_synced,4,YES,TIMESTAMP
tax_class,id,1,YES,STRING
tax_class,date_created,2,YES,TIMESTAMP
tax_class,date_modified,3,YES,TIMESTAMP
tax_class,name,4,YES,STRING
tax_class,_fivetran_synced,5,YES,TIMESTAMP
tax_class,_fivetran_deleted,6,YES,BOOL
theme,uuid,1,YES,STRING
theme,is_private,2,YES,BOOL
theme,name,3,YES,STRING
theme,_fivetran_synced,4,YES,TIMESTAMP
theme,_fivetran_deleted,5,YES,BOOL
theme_variation,theme_id,1,YES,STRING
theme_variation,uuid,2,YES,STRING
theme_variation,description,3,YES,STRING
theme_variation,external_id,4,YES,STRING
theme_variation,name,5,YES,STRING
theme_variation,_fivetran_synced,6,YES,TIMESTAMP
theme_variation,_fivetran_deleted,7,YES,BOOL
widget,uuid,1,YES,STRING
widget,widget_configuration,2,YES,JSON
widget,channel_id,3,YES,STRING
widget,date_modified,4,YES,TIMESTAMP
widget,widget_template_id,5,YES,STRING
widget,name,6,YES,STRING
widget,version_uuid,7,YES,STRING
widget,icon_name,8,YES,STRING
widget,date_created,9,YES,TIMESTAMP
widget,description,10,YES,STRING
widget,_fivetran_synced,11,YES,TIMESTAMP
widget,_fivetran_deleted,12,YES,BOOL
widget_template,uuid,1,YES,STRING
widget_template,date_modified,2,YES,TIMESTAMP
widget_template,name,3,YES,STRING
widget_template,kind,4,YES,STRING
widget_template,template,5,YES,STRING
widget_template,current_version_uuid,6,YES,STRING
widget_template,icon_name,7,YES,STRING
widget_template,date_created,8,YES,TIMESTAMP
widget_template,storefront_api_query,9,YES,STRING
widget_template,_fivetran_synced,10,YES,TIMESTAMP
widget_template,_fivetran_deleted,11,YES,BOOL
wishlist,id,1,YES,INT64
wishlist,customer_id,2,YES,INT64
wishlist,is_public,3,YES,BOOL
wishlist,name,4,YES,STRING
wishlist,token,5,YES,STRING
wishlist,_fivetran_synced,6,YES,TIMESTAMP
wishlist,_fivetran_deleted,7,YES,BOOL
wishlist_item,id,1,YES,INT64
wishlist_item,product_id,2,YES,INT64
wishlist_item,variant_id,3,YES,INT64
wishlist_item,wishlist_id,4,YES,INT64
wishlist_item,_fivetran_synced,5,YES,TIMESTAMP
wishlist_item,_fivetran_deleted,6,YES,BOOL